CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,SRVC75,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,LOC5
12259,TN,0,1,2,,0,0,0,1,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,,,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0
12260,TN,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,,,,,,1,1,0,1,0,1,0,0,1,0,1
12261,TN,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0
12262,TN,0,1,2,,1,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,0,,,,,,0,0,D,0,0,0,0,0,0,0,0
12263,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0
12264,TN,1,1,2,,0,0,0,1,0,0,,,3,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1
12265,TN,1,1,2,,0,1,0,0,1,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,0,,,,,,1,1,0,1,0,1,1,D,1,D,0
12266,TN,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
12267,TN,0,1,2,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,D,0
12268,TN,0,1,2,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,D,0
12269,TN,0,1,2,,0,0,0,0,0,0,,,3,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,,,0,,,,,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,0
12270,TN,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,,,,,,0,1,1,0,0,0,0,0,0,0,1
12271,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,0,1,1,0,1,1,1,1,D,1,D,0
12272,TN,1,1,1,,1,1,0,0,1,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,0,,,,,,0,0,0,1,0,0,1,0,1,0,0
12273,TN,0,1,2,,0,0,0,0,0,0,,,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,,,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
12274,TN,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0
12275,TN,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,,,,,,0,1,0,1,0,0,0,0,0,0,1
12276,TN,0,1,2,,1,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
12277,TN,0,1,2,,1,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
12278,TN,0,1,2,,1,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
12279,TN,1,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,D,1
12280,TN,1,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,0,,,,,,1,1,0,1,0,0,1,0,1,D,0
12281,TN,1,1,2,,0,0,0,1,1,0,0,2,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1
12282,TN,1,1,2,,0,0,0,1,0,0,0,3,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,0,,,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,D,0
12283,TN,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
12284,TN,0,1,2,,0,0,0,0,0,0,,,5,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
12285,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12286,TN,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12287,TN,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,D,D,1
12288,TN,1,1,6,1,1,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,1,0,,,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,D,D,D,1,1,0,1
12289,TN,1,1,6,1,1,1,0,1,0,0,0,3,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0
12290,TN,1,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1,1,0,,,1,1,1,1,0,0,,,,,,1,1,0,1,0,0,0,0,0,D,1
12291,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,D,1
12292,TN,1,1,2,,0,1,0,0,1,0,0,2,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
12293,TN,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1
12294,TN,0,1,2,,1,0,0,0,0,0,,,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
12295,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,0,D,1,D,0
12296,TN,0,1,2,,0,0,0,0,0,0,,,3,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
12297,TN,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
12298,TN,1,1,2,,1,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
12299,TN,0,1,2,,0,0,0,0,0,0,,,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,D,0
12300,TN,1,1,2,,0,1,0,0,1,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,0,,,,,,1,1,0,1,0,0,1,D,1,D,0
12301,TN,1,1,1,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,1,1,0,,,,,1,0,0,1,1,0,0,0,0,1,1,1,D,1,1,D,0
12302,TN,1,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,1,1,1,1,0,0,,,,,,1,1,0,1,0,0,1,0,0,D,0
12303,TN,1,1,2,,0,1,0,0,1,0,0,2,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0
12304,TN,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0
12305,TN,1,1,1,,1,0,1,1,1,0,0,2,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,0,,,,,,0,0,0,1,1,D,D,1,1,D,0
12306,TN,1,1,1,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,D,1,1,0,0
12307,TN,1,1,4,,1,1,0,0,1,0,0,2,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,1,1,0,,,,,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0
12308,TX,1,1,1,,0,0,1,0,1,1,1,3,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
12309,TX,1,1,2,,0,0,1,1,0,1,1,3,3,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,D,0
12310,TX,0,1,1,,0,0,1,0,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12311,TX,1,1,1,,0,0,1,0,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12312,TX,0,1,1,,0,0,1,0,0,1,1,1,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12313,TX,0,1,1,,0,0,1,0,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
12314,TX,1,1,1,,0,0,1,0,0,1,1,3,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,D,0
12315,TX,0,1,1,,0,0,1,1,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12316,TX,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,,,1,0,1,1,1,0,,,,,,1,1,0,1,0,1,1,0,1,0,0
12317,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,D,0
12318,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
12319,TX,0,1,4,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
12320,TX,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
12321,TX,0,1,3,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,,,1,0,0,1,1,0,,,,,,1,1,0,1,0,1,0,0,1,0,0
12322,TX,0,1,4,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
12323,TX,1,1,1,,0,0,0,1,1,0,0,2,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,D,0
12324,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
12325,TX,1,1,2,,0,1,0,1,1,0,0,2,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0
12326,TX,0,1,2,,0,0,0,1,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,D,1,0,1
12327,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,,,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0
12328,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,1,D,1,0,0
12329,TX,0,1,1,,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0
12330,TX,0,1,2,,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
12331,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,D,D,1,0,0
12332,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0
12333,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,0,,,0,,,,,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,D,0
12334,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,,,,,,0,0,0,1,0,0,0,0,0,0,0
12335,TX,0,1,1,,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,1,1,0,,,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,D,0
12336,TX,0,1,2,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
12337,TX,1,1,3,,0,0,1,0,0,1,,,2,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,,,0,,,,,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0
12338,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,D,0
12339,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
12340,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,1,0,,,1,0,1,1,0,0,,,,,,0,0,1,0,0,0,0,0,0,0,1
12341,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,D,0
12342,TX,0,1,2,,0,0,0,0,0,0,,,3,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,1,0,0,0,,,1,0,1,1,0,0,,,,,,M,0,0,1,1,D,D,D,1,D,0
12343,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
12344,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
12345,TX,0,1,3,,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
12346,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,1,1,D,1,0,0
12347,TX,1,0,1,,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,,,,,,0,0,0,1,1,0,0,1,1,0,0
12348,TX,1,1,1,,1,1,1,1,1,1,0,3,4,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
12349,TX,1,1,1,,0,0,0,1,0,0,0,2,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
12350,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
12351,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
12352,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0
12353,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
12354,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
12355,TX,0,1,1,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
12356,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,,,1,0,1,1,0,0,,,,,,1,1,0,1,0,1,0,0,D,D,0
12357,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,0,0,D,0,0
12358,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,1,0,1,1,0,0,,,,,,1,1,0,1,0,1,0,0,1,0,0
12359,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,1,0,,,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
12360,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
12361,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
12362,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,,,1,0,1,1,0,0,,,,,,1,1,0,1,0,1,0,0,1,0,0
12363,TX,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,1,0,,,1,0,1,1,0,0,,,,,,1,1,0,1,0,1,0,0,1,D,0
12364,TX,0,1,4,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0
12365,TX,0,1,2,,0,0,0,0,0,0,,,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,D,0
12366,TX,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0
